City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
13,huarmey,PE,-10.0681,-78.1522,72.05,72,97,12.08,overcast clouds
14,tuktoyaktuk,CA,69.4541,-133.0374,-10.89,97,33,5.03,scattered clouds
15,mataura,NZ,-46.1927,168.8643,39.94,97,80,1.48,broken clouds
16,qaanaaq,GL,77.484,-69.3632,-9.15,75,86,8.48,overcast clouds
17,midland,US,31.9974,-102.0779,64.06,36,0,16.11,haze
18,butaritari,KI,3.0707,172.7902,79.86,80,46,12.03,light rain
19,kaitangata,NZ,-46.2817,169.8464,43.16,87,67,4.27,broken clouds
20,hilo,US,19.7297,-155.09,73.27,97,100,1.01,heavy intensity rain
21,yulara,AU,-25.2406,130.9889,73.74,46,90,2.04,overcast clouds
22,mount isa,AU,-20.7333,139.5,78.57,27,75,9.22,light rain
23,busselton,AU,-33.65,115.3333,60.55,73,69,11.65,broken clouds
24,hobart,AU,-42.8794,147.3294,53.28,90,84,9.22,broken clouds
25,vaini,TO,-21.2,-175.2,77.16,88,40,5.75,scattered clouds
26,sapele,NG,5.8941,5.6767,87.55,60,87,7.76,overcast clouds
27,saint-philippe,RE,-21.3585,55.7679,78.39,83,60,13.04,light rain
28,homer,US,59.6425,-151.5483,38.8,63,100,4.41,overcast clouds
29,port elizabeth,ZA,-33.918,25.5701,63.32,71,0,10.36,clear sky
30,clyde river,CA,70.4692,-68.5914,-7.37,77,100,3.44,overcast clouds
31,price,US,39.5994,-110.8107,49.12,35,100,3.8,overcast clouds
32,pokrovskoye,RU,47.4157,38.8971,53.92,71,89,6.76,overcast clouds
33,klaksvik,FO,62.2266,-6.589,47.32,92,95,18.95,overcast clouds
34,airai,TL,-8.9266,125.4092,60.1,95,92,2.33,overcast clouds
35,tasiilaq,GL,65.6145,-37.6368,36.79,96,100,14.18,light rain
36,coolidge,US,32.9778,-111.5176,77.67,9,0,5.75,clear sky
37,souillac,MU,-20.5167,57.5167,77.52,76,69,14.03,broken clouds
38,mackenzie,CA,55.2999,-123.1698,30.16,75,100,3.0,overcast clouds
39,concepcion,CL,-36.827,-73.0498,65.28,49,0,5.01,clear sky
40,rikitea,PF,-23.1203,-134.9692,77.58,73,47,16.98,light rain
41,bredasdorp,ZA,-34.5322,20.0403,61.3,63,39,16.02,scattered clouds
42,zambezi,ZM,-13.5432,23.1047,68.09,94,100,2.06,overcast clouds
43,sturgeon bay,US,44.8342,-87.377,30.16,46,90,14.94,overcast clouds
44,mayumba,GA,-3.432,10.6554,81.63,79,52,7.67,broken clouds
45,georgetown,MY,5.4112,100.3354,84.15,83,20,5.99,few clouds
46,barrow,US,71.2906,-156.7887,-1.19,84,6,16.69,clear sky
47,guerrero negro,MX,27.9769,-114.0611,63.82,71,89,14.5,overcast clouds
48,fairbanks,US,64.8378,-147.7164,21.54,57,0,4.61,clear sky
49,ponta do sol,PT,32.6667,-17.1,74.03,43,100,8.95,overcast clouds
50,can,TR,40.0333,27.0524,63.48,73,100,4.47,overcast clouds
51,kesova gora,RU,57.5836,37.2922,34.03,70,39,15.17,scattered clouds
52,bukachacha,RU,52.9833,116.9167,22.93,67,23,4.16,few clouds
53,bow island,CA,49.8668,-111.3684,31.62,53,13,11.65,few clouds
54,cabra,ES,37.4725,-4.4421,76.95,31,0,6.78,clear sky
55,butembo,CD,0.15,29.2833,59.5,99,100,0.51,moderate rain
56,pokhara,NP,28.2333,83.9833,73.78,21,51,8.59,broken clouds
57,cape town,ZA,-33.9258,18.4232,73.81,49,0,16.11,clear sky
58,daru,PG,-9.0763,143.2092,79.3,86,87,7.9,overcast clouds
59,nola,IT,40.922,14.5329,73.81,39,92,11.99,overcast clouds
60,ushuaia,AR,-54.8,-68.3,44.22,65,75,17.27,broken clouds
61,phan thiet,VN,10.9333,108.1,78.85,84,30,4.76,scattered clouds
62,deputatskiy,RU,69.3,139.9,-2.83,97,100,1.9,overcast clouds
63,albany,US,42.6001,-73.9662,58.37,84,100,7.38,overcast clouds
64,kodiak,US,57.79,-152.4072,36.91,87,100,18.41,light rain
65,tommot,RU,58.9564,126.2925,21.83,97,99,2.04,light snow
66,thompson,CA,55.7435,-97.8558,12.36,62,75,5.75,broken clouds
67,kavieng,PG,-2.5744,150.7967,81.54,80,95,8.37,light rain
68,ribeira grande,PT,38.5167,-28.7,66.6,55,40,10.36,scattered clouds
69,avarua,CK,-21.2078,-159.775,75.25,94,40,3.44,scattered clouds
70,la ronge,CA,55.1001,-105.2842,23.32,75,100,4.5,overcast clouds
71,yellowknife,CA,62.456,-114.3525,0.55,65,75,10.36,broken clouds
72,ostrovnoy,RU,68.0531,39.5131,34.03,92,100,11.43,overcast clouds
73,ust-omchug,RU,61.15,149.6333,-7.15,100,70,2.33,broken clouds
74,champerico,GT,14.3,-91.9167,87.01,61,28,10.76,scattered clouds
75,new ipswich,US,42.7481,-71.8542,59.18,49,100,5.99,overcast clouds
76,wakkanai,JP,45.4094,141.6739,39.81,73,34,16.89,scattered clouds
77,viedma,AR,-40.8135,-62.9967,70.3,47,8,12.37,clear sky
78,roatan,HN,16.3244,-86.5366,84.34,65,20,19.57,few clouds
79,pevek,RU,69.7008,170.3133,1.45,98,100,3.2,overcast clouds
80,chalon-sur-saone,FR,46.7833,4.85,66.22,64,1,16.55,clear sky
81,touros,BR,-5.1989,-35.4608,86.99,63,65,11.34,broken clouds
82,acapulco,MX,16.8634,-99.8901,85.48,53,45,6.38,scattered clouds
83,iqaluit,CA,63.7506,-68.5145,2.93,77,75,0.0,broken clouds
84,solnechnyy,RU,50.7214,136.6319,29.73,97,100,7.18,snow
85,lata,PT,40.1629,-8.3327,77.49,48,18,8.9,few clouds
86,shebunino,RU,46.4339,141.8603,33.51,80,57,8.84,broken clouds
87,lorengau,PG,-2.0226,147.2712,80.82,81,79,3.65,broken clouds
88,jiuquan,CN,39.7432,98.5174,46.17,15,2,25.9,clear sky
89,bonfim,BR,3.0833,-59.95,88.86,49,100,7.99,overcast clouds
90,ilulissat,GL,69.2167,-51.1,3.58,74,2,1.7,clear sky
91,mar del plata,AR,-38.0023,-57.5575,64.87,81,75,13.8,broken clouds
92,grand gaube,MU,-20.0064,57.6608,78.39,79,15,5.99,few clouds
93,chuy,UY,-33.6971,-53.4616,67.23,55,100,5.93,overcast clouds
94,atuona,PF,-9.8,-139.0333,78.73,80,18,17.54,few clouds
95,nanortalik,GL,60.1432,-45.2371,31.91,76,6,10.11,clear sky
96,kodinsk,RU,58.6881,99.1844,35.69,99,100,3.83,overcast clouds
97,cortez,US,37.3489,-108.5859,57.04,23,92,10.92,overcast clouds
98,chaohu,CN,31.6,117.8667,51.58,65,75,5.5,broken clouds
99,inta,RU,66.0317,60.1659,17.76,95,100,6.55,overcast clouds
100,adrar,MR,20.5022,-10.0711,97.92,7,0,8.23,clear sky
101,east london,ZA,-33.0153,27.9116,63.54,72,20,3.44,few clouds
102,cabo san lucas,MX,22.8909,-109.9124,81.61,57,100,5.41,overcast clouds
103,omsukchan,RU,62.5333,155.8,1.44,99,98,4.85,overcast clouds
104,gravdal,NO,68.1214,13.5031,42.19,94,100,11.41,overcast clouds
105,carnarvon,AU,-24.8667,113.6333,78.3,66,79,19.19,broken clouds
106,nalut,LY,30.3333,10.85,67.06,43,100,19.1,overcast clouds
107,castro,BR,-24.7911,-50.0119,65.89,51,3,3.58,clear sky
108,prince rupert,CA,54.3161,-130.3201,41.56,48,11,1.52,few clouds
109,hithadhoo,MV,-0.6,73.0833,83.68,64,99,2.95,overcast clouds
110,akyab,MM,20.15,92.9,82.29,80,11,3.74,few clouds
111,bambous virieux,MU,-20.3428,57.7575,79.05,73,40,11.5,scattered clouds
112,havre-saint-pierre,CA,50.2334,-63.5986,35.96,100,100,9.22,mist
113,dikson,RU,73.5069,80.5464,13.32,94,100,15.59,overcast clouds
114,bilma,NE,18.6853,12.9164,103.98,6,90,11.61,overcast clouds
115,praia,CV,14.9215,-23.5087,79.34,53,20,12.66,few clouds
116,barra do garcas,BR,-15.89,-52.2567,85.3,50,23,5.5,few clouds
117,tiksi,RU,71.6872,128.8694,-13.4,100,91,3.96,overcast clouds
118,lincoln,US,40.8,-96.667,41.14,46,17,5.99,few clouds
119,paka,MY,4.6374,103.4368,80.13,85,98,4.38,overcast clouds
120,northam,GB,51.0333,-4.2167,62.65,76,100,7.23,overcast clouds
121,henties bay,NA,-22.116,14.2845,63.01,73,1,8.59,clear sky
122,richards bay,ZA,-28.783,32.0377,66.31,82,100,9.15,light rain
123,mahebourg,MU,-20.4081,57.7,78.26,76,71,16.06,broken clouds
124,naze,JP,28.3667,129.4833,60.24,61,78,9.53,broken clouds
125,svetlyy,RU,54.675,20.1347,44.65,69,15,14.81,few clouds
126,pampas,PE,-12.4,-74.9,61.92,58,56,6.4,broken clouds
127,isangel,VU,-19.55,169.2667,79.3,83,36,5.93,scattered clouds
128,bac lieu,VN,9.285,105.7244,82.2,77,28,5.84,scattered clouds
129,vao,NC,-22.6667,167.4833,76.53,78,0,7.02,clear sky
130,burnie,AU,-41.0667,145.9167,60.62,93,100,5.12,overcast clouds
131,vung tau,VN,10.346,107.0843,81.81,76,33,8.86,scattered clouds
132,hakui,JP,36.8833,136.7833,42.69,71,2,4.07,clear sky
133,linxia,CN,35.6003,103.2064,43.52,68,100,3.78,overcast clouds
134,kruisfontein,ZA,-34.0033,24.7314,60.89,67,89,10.54,overcast clouds
135,raduzhnyy,RU,62.0961,77.475,36.7,85,100,18.75,overcast clouds
136,cayenne,GF,4.9333,-52.3333,85.08,12,75,13.8,broken clouds
137,lujan,AR,-34.5703,-59.105,72.95,59,2,1.99,clear sky
138,vestmanna,FO,62.1564,-7.1664,45.52,100,100,17.27,overcast clouds
139,chingirlau,KZ,51.095,54.0814,49.89,54,8,6.58,clear sky
140,rorvik,NO,64.8621,11.2373,42.53,90,100,13.35,overcast clouds
141,vila franca do campo,PT,37.7167,-25.4333,64.81,71,100,6.4,overcast clouds
142,austell,US,33.8126,-84.6344,67.44,84,100,5.12,overcast clouds
143,kavaratti,IN,10.5669,72.642,84.54,73,32,5.88,scattered clouds
144,college,US,64.8569,-147.8028,14.0,68,99,5.68,overcast clouds
145,torbay,CA,47.6666,-52.7314,53.28,80,75,8.01,broken clouds
146,port macquarie,AU,-31.4333,152.9167,56.89,83,22,5.95,few clouds
147,cidreira,BR,-30.1811,-50.2056,68.14,57,99,5.1,overcast clouds
148,limon,CR,10.0,-83.0333,81.16,73,78,4.09,broken clouds
149,sechura,PE,-5.5569,-80.8222,76.69,60,68,8.7,broken clouds
150,lagoa,PT,39.05,-27.9833,59.36,69,93,4.45,overcast clouds
151,hambantota,LK,6.1241,81.1185,80.94,94,75,4.61,broken clouds
152,nikolskoye,RU,59.7035,30.7861,42.69,66,9,5.35,clear sky
153,togul,RU,53.465,85.9128,50.18,68,38,3.2,scattered clouds
154,gushikawa,JP,26.3544,127.8686,65.43,72,50,11.5,scattered clouds
155,codrington,AU,-38.2667,141.9667,65.8,45,91,13.27,overcast clouds
156,upernavik,GL,72.7868,-56.1549,-5.94,89,66,16.78,broken clouds
157,saldanha,ZA,-33.0117,17.9442,63.14,60,0,13.78,clear sky
158,severo-kurilsk,RU,50.6789,156.125,30.61,87,100,15.77,overcast clouds
159,qasigiannguit,GL,68.8193,-51.1922,2.53,80,34,1.79,scattered clouds
160,waipawa,NZ,-41.4122,175.5153,49.78,78,53,7.02,broken clouds
161,bethel,US,41.3712,-73.414,65.01,48,100,1.99,overcast clouds
162,provideniya,RU,64.3833,-173.3,28.69,94,100,15.19,light snow
163,saskylakh,RU,71.9167,114.0833,10.38,93,100,11.59,overcast clouds
164,camana,PE,-16.6228,-72.7111,69.17,76,96,9.98,overcast clouds
165,general pico,AR,-35.6566,-63.7568,72.48,34,51,9.51,broken clouds
166,asfi,MA,32.2994,-9.2372,74.35,47,79,20.22,broken clouds
167,glomfjord,NO,66.8167,13.9667,41.68,98,99,5.61,overcast clouds
168,cherskiy,RU,68.75,161.3,14.83,97,100,8.93,overcast clouds
169,punta arenas,CL,-53.15,-70.9167,46.51,57,40,3.44,scattered clouds
170,victoria point,AU,-27.5833,153.3,64.9,93,81,3.0,broken clouds
171,harboore,DK,56.6175,8.1807,53.19,65,29,9.15,scattered clouds
172,sharan,RU,54.8167,54.0,35.46,78,65,3.69,broken clouds
173,saint anthony,US,45.0205,-93.218,34.34,56,40,19.57,scattered clouds
174,pemba,MZ,-12.974,40.5178,83.1,78,40,9.22,scattered clouds
175,chokurdakh,RU,70.6333,147.9167,-12.71,100,99,3.0,overcast clouds
176,roma,US,43.2128,-75.4557,40.51,92,100,4.0,light rain
177,kahului,US,20.8947,-156.47,72.84,95,100,11.01,light rain
178,san patricio,US,28.017,-97.5169,81.07,80,99,12.93,overcast clouds
179,fethiye,TR,36.6217,29.1164,67.87,52,59,2.64,broken clouds
180,nouadhibou,MR,20.931,-17.0347,64.26,91,0,16.71,clear sky
181,khanpur,PK,28.6453,70.6567,90.86,5,6,3.15,clear sky
182,raudeberg,NO,61.9875,5.1352,47.95,84,100,23.58,overcast clouds
183,lasa,IT,46.6166,10.7002,60.37,63,12,8.39,few clouds
184,rio bueno,CL,-40.3167,-72.9667,58.1,60,95,4.76,overcast clouds
185,pitimbu,BR,-7.4706,-34.8086,85.8,68,60,9.62,broken clouds
186,esperance,AU,-33.8667,121.9,62.44,73,92,17.67,overcast clouds
187,balkanabat,TM,39.5108,54.3671,62.8,49,100,8.95,overcast clouds
188,medyn,RU,54.9692,35.8586,35.1,94,100,12.91,light snow
189,berga,NO,60.392,5.328,50.14,62,75,12.66,broken clouds
190,aksu,CN,41.1231,80.2644,57.94,15,3,7.45,clear sky
191,flin flon,CA,54.7682,-101.865,22.66,65,100,3.65,overcast clouds
192,taltal,CL,-25.4,-70.4833,66.54,65,0,6.82,clear sky
193,santa isabel do rio negro,BR,-0.4139,-65.0192,79.9,75,100,4.43,overcast clouds
194,nsanje,MW,-16.92,35.262,79.25,76,2,6.29,clear sky
195,qaqortoq,GL,60.7167,-46.0333,32.29,70,3,3.56,clear sky
196,hobyo,SO,5.3505,48.5268,83.62,72,39,14.74,scattered clouds
197,eufaula,US,31.8913,-85.1455,72.61,70,100,4.43,overcast clouds
198,quirinopolis,BR,-18.4483,-50.4517,80.42,37,0,7.4,clear sky
199,puerto ayora,EC,-0.7393,-90.3518,78.8,78,65,7.2,broken clouds
200,koshki,RU,54.2091,50.4677,43.83,61,81,6.15,broken clouds
201,mumford,GH,5.2618,-0.759,79.68,81,100,8.12,moderate rain
202,bengkulu,ID,-3.8004,102.2655,78.21,87,89,3.71,overcast clouds
203,avera,US,33.194,-82.5271,60.85,95,100,1.03,overcast clouds
204,zalantun,CN,48.0,122.7167,35.92,33,75,3.06,broken clouds
205,khatanga,RU,71.9667,102.5,14.22,98,97,3.42,overcast clouds
206,mehamn,NO,71.0357,27.8492,39.11,98,100,32.64,overcast clouds
207,saint george,US,37.1041,-113.5841,64.8,26,62,1.01,broken clouds
208,voskresenskoye,RU,56.8381,45.4317,32.54,96,100,8.55,light snow
209,springfield,US,37.2153,-93.2982,48.99,52,94,10.0,overcast clouds
210,tyukalinsk,RU,55.8732,72.1967,50.99,58,100,12.24,overcast clouds
211,katsuura,JP,35.1333,140.3,52.61,72,93,9.78,overcast clouds
212,katobu,ID,-4.9408,122.5276,75.9,94,18,3.67,few clouds
213,vardo,NO,70.3705,31.1107,37.53,76,100,21.18,light rain
214,wanaka,NZ,-44.7,169.15,39.11,74,79,2.89,broken clouds
215,greifswald,DE,54.1,13.3833,46.63,58,50,6.51,scattered clouds
216,yumen,CN,40.2833,97.2,43.88,18,18,19.57,few clouds
217,kitgum,UG,3.2783,32.8867,67.32,90,100,1.81,overcast clouds
218,coihaique,CL,-45.5752,-72.0662,54.66,63,37,1.77,scattered clouds
219,normandin,CA,48.8333,-72.5321,38.97,53,20,12.37,few clouds
220,dingle,PH,10.9995,122.6711,76.55,87,37,5.12,scattered clouds
221,otane,NZ,-39.8833,176.6333,54.01,93,16,5.19,few clouds
222,bosaso,SO,11.2842,49.1816,83.88,72,7,1.01,clear sky
223,islamkot,PK,24.6997,70.177,81.59,67,0,19.24,clear sky
224,hurricane,US,37.1753,-113.2899,64.74,21,44,14.85,scattered clouds
225,jardim,BR,-21.4803,-56.1381,81.55,44,1,2.59,clear sky
226,hasaki,JP,35.7333,140.8333,45.0,66,54,8.03,broken clouds
227,abu kamal,SY,34.4506,40.9171,74.5,17,2,11.18,clear sky
228,morris,US,40.8334,-74.5329,66.72,45,100,9.22,overcast clouds
229,naranjito,EC,-2.2167,-79.4833,85.68,76,100,0.72,overcast clouds
230,nome,US,64.5011,-165.4064,30.27,80,100,18.41,overcast clouds
231,padang,ID,-0.9492,100.3543,80.65,86,88,2.77,moderate rain
232,saint-junien,FR,45.8833,0.9,71.85,50,69,7.47,broken clouds
233,chandpur,IN,29.15,78.2667,86.63,11,0,5.99,clear sky
234,guangyuan,CN,32.442,105.823,50.74,90,100,1.68,overcast clouds
235,saint-pierre,RE,-21.3393,55.4781,78.48,77,75,10.36,broken clouds
236,araouane,ML,18.9048,-3.5265,93.2,7,59,13.42,broken clouds
237,puerto guzman,CO,0.9703,-76.5858,79.72,76,96,2.53,overcast clouds
238,amapa,BR,1.0,-52.0,83.43,73,87,4.45,overcast clouds
239,dobsina,SK,48.8207,20.3699,42.84,65,77,14.54,broken clouds
240,saint-francois,FR,46.4154,3.9054,69.42,32,0,13.8,clear sky
241,taywarah,AF,33.35,64.4167,56.08,33,97,2.86,overcast clouds
242,ternate,ID,0.8,127.4,81.14,80,81,6.06,broken clouds
243,angoram,PG,-4.0625,144.0661,74.43,96,69,1.03,broken clouds
244,omboue,GA,-1.5746,9.2618,81.61,81,98,6.4,light rain
245,arraial do cabo,BR,-22.9661,-42.0278,76.96,69,40,16.11,scattered clouds
246,gubkinskiy,RU,64.434,76.5026,23.02,95,100,20.74,light snow
247,oktyabrskiy,RU,54.4815,53.471,37.6,71,55,2.1,broken clouds
248,oktyabrskoye,RU,43.0645,44.7417,55.54,58,63,13.42,broken clouds
249,ulladulla,AU,-35.35,150.4667,51.76,92,2,4.0,clear sky
250,caravelas,BR,-17.7125,-39.2481,78.55,69,100,11.99,overcast clouds
251,hualmay,PE,-11.0964,-77.6139,71.06,73,70,11.39,broken clouds
252,takoradi,GH,4.8845,-1.7554,80.76,81,100,3.22,moderate rain
253,verkhoyansk,RU,67.5447,133.385,-4.49,100,87,0.34,overcast clouds
254,biu,NG,10.6129,12.1946,93.52,28,34,7.29,scattered clouds
255,porto novo,BJ,6.4965,2.6036,86.31,58,100,5.26,overcast clouds
256,pervomayskiy,RU,53.2485,40.2871,46.65,94,100,7.56,overcast clouds
257,srednekolymsk,RU,67.45,153.6833,0.57,100,100,2.3,overcast clouds
258,byron bay,AU,-28.65,153.6167,61.95,87,76,9.15,broken clouds
259,tazovskiy,RU,67.4667,78.7,19.2,96,100,12.88,overcast clouds
260,jiayuguan,CN,39.8167,98.3,43.63,17,4,24.99,clear sky
261,kinango,KE,-4.1372,39.3153,71.4,96,100,6.89,overcast clouds
262,marrakesh,MA,31.6315,-8.0083,91.47,14,0,3.44,clear sky
263,zorritos,PE,-3.6805,-80.6782,79.16,73,82,10.16,broken clouds
264,hofn,IS,64.2539,-15.2082,46.09,98,100,10.49,light rain
265,ancud,CL,-41.8697,-73.8203,64.22,69,41,2.66,scattered clouds
266,biak,ID,-0.9131,122.8766,76.75,86,98,2.93,overcast clouds
267,harlingen,US,26.1906,-97.6961,82.36,69,100,18.41,overcast clouds
268,baykit,RU,61.67,96.37,38.93,99,100,4.41,overcast clouds
269,xining,CN,36.6167,101.7667,40.75,65,95,6.85,overcast clouds
270,sovetskiy,RU,61.3614,63.5842,30.13,92,100,3.24,overcast clouds
271,prado,BR,-17.3411,-39.2208,77.99,75,100,11.56,overcast clouds
272,comonfort,MX,20.7167,-100.7667,82.2,23,76,5.86,broken clouds
273,novomyrhorod,UA,48.7811,31.642,48.76,91,100,15.32,light rain
274,muttupet,IN,10.4,79.4833,86.04,77,48,18.43,scattered clouds
275,krasni okny,UA,47.5404,29.46,54.82,74,81,14.36,broken clouds
276,carutapera,BR,-1.195,-46.02,82.94,78,95,5.01,light rain
277,khani,GE,41.9563,42.9566,51.37,78,41,6.15,scattered clouds
278,vanimo,PG,-2.6741,141.3028,78.12,88,62,2.66,broken clouds
279,shakiso,ET,5.75,38.9167,61.5,91,100,1.19,light rain
280,kushiro,JP,42.975,144.3747,33.12,72,1,2.37,clear sky
281,qom,IR,34.6401,50.8764,69.13,36,89,8.88,overcast clouds
282,the pas,CA,53.8251,-101.2541,22.59,75,100,4.21,overcast clouds
283,portland,US,45.5234,-122.6762,46.27,77,91,3.0,overcast clouds
284,port lincoln,AU,-34.7333,135.8667,67.68,62,44,10.92,scattered clouds
285,coruripe,BR,-10.1256,-36.1756,87.67,62,24,15.41,few clouds
286,calabozo,VE,8.9242,-67.4293,94.33,37,70,10.07,broken clouds
287,toamasina,MG,-18.1667,49.3833,76.53,86,5,5.73,clear sky
288,karema,TZ,-6.8205,30.4389,73.99,82,99,1.66,light rain
289,ahipara,NZ,-35.1667,173.1667,63.12,86,69,8.14,broken clouds
290,leh,IN,34.1667,77.5833,39.51,34,44,6.85,scattered clouds
291,punta alta,AR,-38.8759,-62.0736,67.37,47,49,8.1,scattered clouds
292,constitucion,CL,-35.3333,-72.4167,64.15,53,0,5.41,clear sky
293,yar-sale,RU,66.8333,70.8333,15.66,90,100,17.96,overcast clouds
294,sistranda,NO,63.7256,8.834,49.96,81,40,9.71,scattered clouds
295,vilyuysk,RU,63.7553,121.6247,6.89,100,97,3.06,overcast clouds
296,santa cruz,BO,-17.8,-63.1667,73.67,37,93,9.53,overcast clouds
297,lompoc,US,34.6391,-120.4579,60.78,85,100,11.99,overcast clouds
298,lumby,CA,50.2498,-118.969,36.19,71,26,3.04,scattered clouds
299,biloela,AU,-24.4167,150.5,60.08,81,0,5.95,clear sky
300,snyder,US,32.7179,-100.9176,58.32,41,0,16.11,clear sky
301,christchurch,NZ,-43.5333,172.6333,55.6,68,100,2.3,overcast clouds
302,batsfjord,NO,70.6345,29.7185,35.38,86,100,26.46,overcast clouds
303,brae,GB,60.3964,-1.353,46.83,91,100,18.32,overcast clouds
304,ouesso,CG,1.6136,16.0517,83.52,62,98,0.2,overcast clouds
305,san cosme y damian,PY,-27.3167,-56.35,69.39,59,0,6.29,clear sky
306,gazojak,TM,41.1875,61.4036,69.87,33,100,18.77,overcast clouds
307,dukat,RU,62.55,155.55,-0.22,100,100,4.41,overcast clouds
308,north myrtle beach,US,33.816,-78.68,73.11,83,100,4.0,overcast clouds
309,birao,CF,10.2849,22.7882,100.22,18,87,2.51,overcast clouds
310,quatre cocos,MU,-20.2078,57.7625,78.1,78,45,16.75,scattered clouds
311,charters towers,AU,-20.1,146.2667,66.31,90,17,9.42,few clouds
312,zhanaozen,KZ,43.3,52.8,63.99,28,26,9.53,scattered clouds
313,emerald,AU,-23.5333,148.1667,60.35,59,0,9.17,clear sky
314,acarau,BR,-2.8856,-40.12,83.98,73,90,7.36,moderate rain
315,la tuque,CA,47.4334,-72.7824,37.42,64,94,10.04,overcast clouds
316,teruel,ES,40.6667,-0.6667,60.64,38,0,20.02,clear sky
317,heiligenhaus,DE,51.3266,6.9711,63.61,32,0,13.8,clear sky
318,jatai,BR,-17.8814,-51.7144,78.17,49,0,7.45,clear sky
319,puro,PH,12.4841,123.3827,79.56,79,47,7.56,scattered clouds
320,makakilo city,US,21.3469,-158.0858,71.01,86,100,5.75,overcast clouds
321,dakoro,NE,14.5106,6.765,102.87,11,60,13.13,broken clouds
322,ixtapa,MX,20.7,-105.2,88.68,20,100,3.62,overcast clouds
323,chapleau,CA,47.8405,-83.4034,26.2,71,100,8.95,overcast clouds
324,fukue,JP,32.6881,128.8419,57.65,60,100,15.61,overcast clouds
325,sao felix do xingu,BR,-6.6447,-51.995,87.39,60,67,2.64,very heavy rain
326,sorochinsk,RU,52.4338,53.1583,45.82,58,22,3.42,few clouds
327,santiago de cao,PE,-7.9589,-79.2392,69.08,80,37,12.5,scattered clouds
328,aklavik,CA,68.2191,-135.0107,-4.16,96,10,8.39,clear sky
329,podor,MR,16.6527,-14.9587,101.48,8,9,8.88,clear sky
330,denpasar,ID,-8.65,115.2167,80.26,88,40,2.3,scattered clouds
331,sola,VU,-13.8833,167.55,81.64,71,100,1.83,overcast clouds
332,broken hill,AU,-31.95,141.4333,68.31,34,0,8.61,clear sky
333,camrose,CA,53.0168,-112.8353,27.93,78,100,8.25,overcast clouds
334,labuhan,ID,-6.8844,112.2051,80.65,77,71,1.41,broken clouds
335,fort nelson,CA,58.8053,-122.7002,13.66,83,100,9.66,overcast clouds
336,zihuatanejo,MX,17.6333,-101.55,82.63,53,99,5.37,overcast clouds
337,kloulklubed,PW,7.0419,134.2556,75.7,74,100,3.0,overcast clouds
338,lingao,CN,19.9103,109.6859,75.2,86,45,12.73,scattered clouds
339,aykino,RU,62.2248,49.9922,29.14,85,100,4.14,overcast clouds
340,freeport,US,40.6576,-73.5832,68.99,51,0,12.66,clear sky
341,rio pardo de minas,BR,-15.6097,-42.5397,72.99,83,99,8.32,overcast clouds
342,chumikan,RU,54.7183,135.315,20.03,95,100,3.42,light snow
343,fomboni,KM,-12.28,43.7425,82.92,75,2,5.99,moderate rain
344,ciudad bolivar,VE,8.1222,-63.5497,94.03,36,86,9.93,overcast clouds
345,oberstdorf,DE,47.4,10.2833,52.02,61,97,13.0,overcast clouds
346,oksfjord,NO,70.2396,22.3479,45.0,97,100,17.83,overcast clouds
347,mackay,AU,-21.15,149.2,64.69,68,11,10.42,few clouds
